bhk,area,locality,price,status1,status2
2,1000,Hadapsar,19000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,650,,7000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,851,Narhe,12000,Unfurnished,1 floor
2,1000,Wagholi,19000,Unfurnished,3 floor 2 BHK
1,750,Dhanori Lohegaon Road,8500,Semi-Furnished,3 floor
2,788,Kothrud,32000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,985,Wanawari,20000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
1,1000,Hadapsar,7500," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
3,875,"Vishal Nagar, Pimpri Chinchwad",35000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,978,Hadapsar,7500," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,3300,,5000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,650,Charholi Budruk,17000,Unfurnished,3 floor
2,644,"Bhusari Colony, Kothrud",28000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,1000,Moshi,16000,Unfurnished,4 floor
2,900,"Shri Ram Colony, Pimpri Chinchwad",22000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,550,Gangadham Kondhwa Road,13000,Unfurnished,Ground floor
2,870,Kondhwa,13000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1570,"Happy Colony, Kothrud",12000,Furnished,4 floor
1,800,Chakan,6000,Furnished,4 floor 3 BHK
2,350,NIBM Annexe,15500," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,754,Kharadi,13000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,650,Sinhagad Road,14000,Furnished,5 floor
2,660,Hinjewadi Phase 3,18000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,906,Alandi Road,10000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,635,Bibwewadi,16000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,840,Bibwewadi,15000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,778,,5000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1300,Dhanori,18000,Unfurnished,Ground floor 2 BHK
1,733,"Chandan Nagar, Malwadi",10500,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,750,Pirangut,8000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
3,940,Moshi,15500," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,719,Mohammed Wadi,50000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,950,Sector 29,15000,Unfurnished,1 floor
3,800,Balewadi,28000,Unfurnished,3 floor 2 BHK
2,857,Kharadi,26000,Semi-Furnished,3 floor
1,600,"Panchod, Balaji Nagar",10000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,1250,Sadashiv Peth,20000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,ft,"Balewadi Stadium, Balewadi",18500," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,602,Kondhwa Budruk,13000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,930,Baner,24000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,700,Lohegaon,18000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,520,"Wakad, Pimpri Chinchwad",27000,Unfurnished,3 floor
1,600,Anand Park,11000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1750,Talegaon Dabhade,9420,Unfurnished,4 floor
1,607,"Saibaba Nagar, Kondhwa",7000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,1000,Ambe Gaon,9500,Unfurnished,Ground floor
1,982,Wadgaon Sheri,9500," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,750,Undri,12000,Furnished,4 floor
1,510,Moshi,8000,Furnished,4 floor 3 BHK
1,850,"New Sangvi, Pimpri Chinchwad",9000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,890,Kharadi,13000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
3,1093,Undri,17500,Furnished,5 floor
2,945,Bavdhan,18000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,1050,Tingre Nagar,13500," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,600,Wagholi,13000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
3,127,Kalyani Nagar,5960,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,967,Wagholi,12000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,720,"Rahatni, Pimpri Chinchwad",22000,Unfurnished,Ground floor 2 BHK
3,500,"Keshav Nagar, Mundhwa",28000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
1,1600,Chikhali,7500, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,940,Charholi Budruk,7500," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1600,"Pimple Saudagar, Pimpri Chinchwad",19800," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,862,Talegaon Dabhade,9500,Unfurnished,1 floor
1,600,Baner,18000,Unfurnished,3 floor 2 BHK
2,800,Dighi,12000,Semi-Furnished,3 floor
2,1150,Phursungi,16500, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,800,"Sade Satra Nali, Hadapsar",15000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
3,600,,27000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,420,Phursungi,16000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,1805,Sinhagad Road,13000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,691,"Borade Vasti, Pimpri Chinchwad",12000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,845,Shankar Kalat Nagar,27000,Unfurnished,3 floor
3,1027,Sinhagad Road,18000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,1200,Kondhwa,12000,Unfurnished,4 floor
2,1300,"Aditya Garden City, Warje",17000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,550,"Ravet, Pimpri Chinchwad",14644,Unfurnished,Ground floor
2,1100,Aundh,22000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,901,Wagholi,8585,Furnished,4 floor
2,3000,Hadapsar,22500,Furnished,4 floor 3 BHK
1,1724,Moshi,10500," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,856,"Pimple Gurav, Pimpri Chinchwad",28000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,750,"Dhiree Village, Dhayari",5000,Furnished,5 floor
3,1600,NIBM Annexe,18077," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,524,Hinjewadi Phase 3,17000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,700,Sinhagad Road,15000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
3,1140,Magarpatta City,33000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,3000,"Pimple Saudagar, Pimpri Chinchwad",17000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,570,Bavdhan,31700,Unfurnished,Ground floor 2 BHK
2,1205,"Model Colony, Shivaji Nagar",35000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,740,"Thergaon, Pimpri Chinchwad",16000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
3,1600,Dhanori,23000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,720,"Pimple Saudagar, Pimpri Chinchwad",20000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
3,1200,Baner,34000,Unfurnished,1 floor
2,1600,"Vishrantwadi, Airport Road",21000,Unfurnished,3 floor 2 BHK
2,1100,Hadapsar,24000,Semi-Furnished,3 floor
1,ft,"Pimple Gurav, Pimpri Chinchwad",10000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,600,"Model Colony, Shivaji Nagar",35000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,1021,"Parvati Hills, Parvati Darshan",40000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,600,Narhe,50000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,940,Kondhwa Budruk,15000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,780,"Keshav Nagar, Mundhwa",24000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,450,Dhayari,14000,Unfurnished,3 floor
2,510,Ambe Gaon,9000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,738,"Vishal Nagar, Pimpri Chinchwad",18000,Unfurnished,4 floor
2,850,Warje,18000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
4,1020,"Santosh Nagar, Ambegaon Budruk",20000,Unfurnished,Ground floor
2,1100,Kesnand Theur Road,8000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,900,Pirangut,12000,Furnished,4 floor
2,900,Moshi,11000,Furnished,4 floor 3 BHK
1,1221,"New SKF Colony, Pimpri Chinchwad",12500," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,2800,Hinjewadi Phase 2,25000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,860,Chikhali,12000,Furnished,5 floor
2,1100,Pisoli,12000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,850,Hinjewadi,23000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,900,Handewadi,12000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,1366,Kothrud,26999,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,940,Wagholi,12000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,850,Sus,15000,Unfurnished,Ground floor 2 BHK
4,616,Baner,60000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
1,657,Dhayari,8000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,1100,Pirangut,5500," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1200,"Pimple Saudagar, Pimpri Chinchwad",22000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,800,"Rahatni, Pimpri Chinchwad",16500,Unfurnished,1 floor
1,944,Ganga Nagar,11000,Unfurnished,3 floor 2 BHK
2,1100,"Morwadi, Pimpri Chinchwad",13500,Semi-Furnished,3 floor
3,500,Phursungi,21000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,1670,Bavdhan,18000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
1,530,Ganga Nagar,4500," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,250,Kanhe,5000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,697,"Yewalewadi, Katraj",9000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,950,Vadgaon Maval,6000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1100,Wagholi,10000,Unfurnished,3 floor
1,1200,,8500," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1004,Pimpri Chinchwad,14000,Unfurnished,4 floor
2,950,Wagholi Nagar Road,13000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1000,Dhanori Lohegaon Road,16500,Unfurnished,Ground floor
2,1226,Ambe Gaon,16000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1466,"Anand Nagar-Malwadi, Hadapsar",12500,Furnished,4 floor
2,1300,Katraj Kondhwa Road,16000,Furnished,4 floor 3 BHK
1,550,"Rahatni, Pimpri Chinchwad",20000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,620,"Godbole Vasti, Manjri Budruk",8500," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,1100,"Manjri, Manjri Budruk",10000,Furnished,5 floor
2,550,"Satar Nagar, Hadapsar",13000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,4912,,16500," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,650,Laxmi Chowk Hinjewadi,18000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
,1124,"Dapodi, Pimpri Chinchwad",8000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,850,Undri,12000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,500,Talegaon Dabhade,10500,Unfurnished,Ground floor 2 BHK
2,550,"North Hadapsar, Hadapsar",15000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
1,1280,Wagholi,12000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,650,"Kolhewadi, Khadakwasla",7000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
4,658,Loni Kalbhor,20000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
1,493,Ambe Gaon,10500,Unfurnished,1 floor
1,550,Bhekrai Nagar,6500,Unfurnished,3 floor 2 BHK
2,575,"Punawale, Pimpri Chinchwad",14500,Semi-Furnished,3 floor
2,1168,"Bhusari Colony, Kothrud",25000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,860,Katraj,10000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,1398,"Tilekar Nagar, Kondhwa Budruk",12000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,420,,14000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1150,"Wakad, Pimpri Chinchwad",22000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,950,Talegaon Dabhade,11000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,900,Handewadi,15000,Unfurnished,3 floor
1,500,Shivaji Nagar,25000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,700,"Air Force Campus, Viman Nagar",45000,Unfurnished,4 floor
3,ft,Hinjewadi,9000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1300,Charholi Budruk,10000,Unfurnished,Ground floor
1,2200,Pirangut,7000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
4,ft,"Khese Wasti, Lohegaon",32000,Furnished,4 floor
2,1004,Somatne Phata,11000,Furnished,4 floor 3 BHK
3,800,"Bhugaon, Bavdhan",22000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1500,Ambe Gaon,14000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,650,,6500,Furnished,5 floor
2,650,"Bhavani Peth, Kasba Peth",19000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,750,"Nandel Fata, Nanded",10500," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,660,"Tanaji Nagar-Chinchwad, Pimpri Chinchwad",10000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,1700,"Navi Peth, Sadashiv Peth",16000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,1120,"Adarsh Colony, Pimpri Chinchwad",7500," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,700,Ambe Gaon,20000,Unfurnished,Ground floor 2 BHK
2,650,Talegaon Dabhade,6000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,850,Pune - Bangalore Highway,8000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,850,Pisoli,12000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,980,"Bhavani Peth, Kasba Peth",25000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
1,890,Laxmi Nagar-Balewadi,25000,Unfurnished,1 floor
1,750,Somwar Peth,21999,Unfurnished,3 floor 2 BHK
1,1600,"Laxman Nagar-Thergaon, Pimpri Chinchwad",14000,Semi-Furnished,3 floor
2,650,"Pimple Saudagar, Pimpri Chinchwad",28000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
3,665,National Highway 4,75000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,1088,Wagholi,13000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,460,Dhayari,9000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,610,Wagholi,35000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,250,Talegaon Dabhade,8000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1200,,4500,Unfurnished,3 floor
3,925,"Bhugaon, Bavdhan",25000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
