bhk,area,locality,price,status1,status2
2,550,"Shastrinagar, Yerawada",23000,Furnished,4 floor
1,750,"Pimple Gurav, Pimpri Chinchwad",10000,Furnished,4 floor 3 BHK
5,528,"Wakad, Pimpri Chinchwad",2 Lac," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,1800,Phursungi,7500," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,500,"Phase 3, Hinjawadi",20000,Furnished,5 floor
2,1000,"Kiwale, Dehu Road",13000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,700,,6200," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,871,,7000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
3,1112,Hinjewadi Phase 3,45000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,1400,Charholi Budruk,9000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,990,Fursungi,11000,Unfurnished,Ground floor 2 BHK
1,650,,7500,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
1,2000,Karvenagar,11000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,1007,Alandi Road,11000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,982,"Pradhikaran, Bhosari",22000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
1,400,"Swastishree Society, Karvenagar",25000,Unfurnished,1 floor
3,1150,,42500,Unfurnished,3 floor 2 BHK
1,1050,Kharadi,10000,Semi-Furnished,3 floor
3,85,Hinjewadi,25000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,630,"Bhusari Colony, Kothrud",20000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,1200,"Ravet, Pimpri Chinchwad",14000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,1150,"Pimple Gurav, Pimpri Chinchwad",10000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,2550,"Phase 3, Hinjawadi",22000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
,945,Wagholi,3000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,450,Ambe Gaon,18500,Unfurnished,3 floor
4,1038,Dhanori,30000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
,490,Dhankawadi,7000,Unfurnished,4 floor
2,1350,Moshi,11500," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1100,"Kiwale, Dehu Road",13000,Unfurnished,Ground floor
3,860,Dighi,12000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,975,Bhosari,12000,Furnished,4 floor
1,984,"Moje Chal, Lohegaon",9000,Furnished,4 floor 3 BHK
2,610,Ambe Gaon,8000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,590,Alandi Road,9000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,510,,12000,Furnished,5 floor
2,445,Hinjewadi,23659," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,944,Dighi,15000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1100,"Dapodi, Pimpri Chinchwad",12000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,600,Kondhwa Budruk,11000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,ft,"Shridharnagar, Pimpri Chinchwad",12500," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1100,Hinjewadi,17000,Unfurnished,Ground floor 2 BHK
2,650,Bhekarai Nagar,10500,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,481,Hinjewadi,19000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
3,650,,25000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,950,Narhe,11000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,650,"Bopodi, Old Mumbai Pune-Highway",17000,Unfurnished,1 floor
2,720,Ambegaon Budruk,16000,Unfurnished,3 floor 2 BHK
1,500,"North Hadapsar, Hadapsar",13000,Semi-Furnished,3 floor
1,1208,"Vittalvadi, Hingne Khurd",14000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,1035,"Pradhikaran, Bhosari",10000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
3,1100,Hinjewadi,26000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,680,Phursungi,18000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,800,Hinjewadi,22000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1058,Lohegaon,24000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,950,Hinjewadi,20000,Unfurnished,3 floor
1,1150,,6667," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,1134,Aundh,30000,Unfurnished,4 floor
4,550,Baner,1.4 Lac," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,950,Chakan,7000,Unfurnished,Ground floor
2,1350,Hinjewadi,22000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,500,Dighi,7500,Furnished,4 floor
3,550,Chikhali,15000,Furnished,4 floor 3 BHK
2,851,Dhanori,18500," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,1400,Bavdhan,25000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
3,700,"Ravet, Pimpri Chinchwad",50000,Furnished,5 floor
,420,Manjri Budruk,4000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,39,"Chinchwad, Pimpri Chinchwad",12500," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,650,"Rahatni, Pimpri Chinchwad",9000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,1500,Wagholi,9500,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
3,1095,Hinjewadi,17000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1055,Somatne Phata,8000,Unfurnished,Ground floor 2 BHK
1,924,Talegaon Dabhade,6500,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
3,1400,Talegaon Dabhade,18000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,635,"Keshav Nagar, Mundhwa",19000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1004,Bhukum,11000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
1,650,Hadapsar,10000,Unfurnished,1 floor
1,900,Kamshet,6000,Unfurnished,3 floor 2 BHK
2,1000,Wagholi,15000,Semi-Furnished,3 floor
2,677,Sus,18500, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,720,Hinjewadi,21000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,511,Chikhali,11000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,1050,Undri,13684," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1020,Charholi Budruk,20000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,575,"Vishal Nagar, Pimpri Chinchwad",24000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,650,"Alandi, Kelgaon",8500,Unfurnished,3 floor
3,1045,,15000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,600,Moshi,25000,Unfurnished,4 floor
3,556,Pashan,33000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,450,"Wakad, Pimpri Chinchwad",16000,Unfurnished,Ground floor
2,1360,"Manjri, Manjri Budruk",12500," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,850,Shivane,16000,Furnished,4 floor
1,964,Aundh Road,15000,Furnished,4 floor 3 BHK
3,650,Undri,50000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,651,Bhekrai Nagar,8000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,941,Shirgaon,6167,Furnished,5 floor
2,998,Hadapsar,27500," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1010,"Akurdi, Pimpri Chinchwad",20000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1600,Phursungi,7000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,200,Sus,16000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
3,1035,Undri,15000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,1500,Magarpatta City,18500,Unfurnished,Ground floor 2 BHK
2,1115,Aundh,23000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,650,NIBM Annexe,17000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
3,850,NIBM Road,35000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,964,Baner road,18500," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,700,Somatne Phata,8000,Unfurnished,1 floor
2,1000,B.T Kawade Road,24000,Unfurnished,3 floor 2 BHK
2,980,"Pimple Saudagar, Pimpri Chinchwad",19500,Semi-Furnished,3 floor
2,500,"Pimple Saudagar, Pimpri Chinchwad",24000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,790,"Punawale, Pimpri Chinchwad",13000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,900,Balewadi,40000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,1024,Undri,11000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1035,"Punawale, Pimpri Chinchwad",13000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,850,Kharadi,23000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1000,"Punawale, Pimpri Chinchwad",11000,Unfurnished,3 floor
2,824,Talegaon Dabhade,10000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,800,Wagholi,7500,Unfurnished,4 floor
2,1200,Viman Nagar,20000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,640,"Manjri, Manjri Budruk",9500,Unfurnished,Ground floor
1,927,Hadapsar,10000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,900,Moshi,10000,Furnished,4 floor
3,970,Dange Chowk,35000,Furnished,4 floor 3 BHK
1,991,Hadapsar,8500," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,721,Lohegaon,15000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,83,Alandi Road,15000,Furnished,5 floor
2,1150,Hinjewadi,16000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,640,Hinjewadi,22500," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,500,,8333," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,2909,,12000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,600,,14000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,665,,45000,Unfurnished,Ground floor 2 BHK
2,1250,Hinjewadi Phase 3,18000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,996,Katraj,16000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,650,,7500," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1346,Baner road,26000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,572,Hinjewadi,26000,Unfurnished,1 floor
2,1071,,18000,Unfurnished,3 floor 2 BHK
1,860,"Chinchwad, Pimpri Chinchwad",12000,Semi-Furnished,3 floor
2,550,,24000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,855,"Kalubai Nagar, Wagholi",13000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
3,834,,38500," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,1497,Undri,16000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,481,,7000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1011,"Keshav Nagar, Mundhwa",24000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,605,,13000,Unfurnished,3 floor
3,625,,6000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,990,"Pimple Saudagar, Pimpri Chinchwad",25000,Unfurnished,4 floor
2,1047,,10000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,825,"Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi",17000,Unfurnished,Ground floor
2,908,"Rahatni, Pimpri Chinchwad",18500," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,445,Hadapsar,12000,Furnished,4 floor
1,1100,Pirangut,5700,Furnished,4 floor 3 BHK
1,693,"Vishrantwadi, Airport Road",10000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,870,"Alandi, Kelgaon",7000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,992,,14000,Furnished,5 floor
2,1041,,21000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,900,,13000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
,1040,,25000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,900,,20000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,1400,,18000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,300,,6000,Unfurnished,Ground floor 2 BHK
1,1000,"Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi",18000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,1100,"Konarknagar 1, Viman Nagar",29000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,1250,,12000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,675,,10000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
1,669,Kharadi,9000,Unfurnished,1 floor
2,550,Hadapsar,26000,Unfurnished,3 floor 2 BHK
2,1320,"Wakad, Pimpri Chinchwad",17500,Semi-Furnished,3 floor
2,1000,Narayan Peth,22000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,1000,,6999,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,1150,Pashan-Sus Road,21000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,650,Manjri Budruk,19000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,818,Hadapsar,28000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,844,"Clover Village, Wanawari",27000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,900,,24000,Unfurnished,3 floor
1,1365,,15500," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,900,"Wakad, Pimpri Chinchwad",22000,Unfurnished,4 floor
3,700,,10000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,690,Manjri Budruk,14500,Unfurnished,Ground floor
1,1368,Hadapsar,15000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1225,,13500,Furnished,4 floor
3,700,Hinjewadi Phase 1,21000,Furnished,4 floor 3 BHK
1,1100,,12000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,700,,8000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,755,Hinjewadi,14000,Furnished,5 floor
1,930,,5000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,584,,4750," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,970,Hinjewadi,22000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,550,Wagholi,13500,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,688,"Wakadkar Wasti, Pimpri Chinchwad",19000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,572,Dhanori,20000,Unfurnished,Ground floor 2 BHK
1,2850,,13000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,910,"Patil Nagar-Bavdhan, Bavdhan",15000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,12000,,15000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1000,Warje,16000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,820,"Keshav Nagar, Mundhwa",24000,Unfurnished,1 floor
1,500,,10000,Unfurnished,3 floor 2 BHK
1,1100,"Pimpri, Pimpri Chinchwad",10000,Semi-Furnished,3 floor
1,980,Hinjewadi,15000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,600,NIBM Annexe,14000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,1500,,21000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,945,,18000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1000,,12000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1050,Dhanori,17000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,959,,5500,Unfurnished,3 floor
1,950,"Wakad, Pimpri Chinchwad",16000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,1650,Chaudhari Wasti,10000,Unfurnished,4 floor
3,952,Viman Nagar,42000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1000,"Uday Baug, Ghorpadi",16000,Unfurnished,Ground floor
2,1700,,12500," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1211,,13000,Furnished,4 floor
1,2890,,15000,Furnished,4 floor 3 BHK
2,985,,20000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1085,Undri,11000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1000,Kalas,21000,Furnished,5 floor
3,475,Sus,19000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,1000,Baner - Pashan Link Road,7666," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,737,,30000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,1000,,13000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,1000,Wagholi,16500," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,1180,"Nigdi, Pimpri Chinchwad",11000,Unfurnished,Ground floor 2 BHK
1,1200,,11500,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,600,Moshi,14000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,520,Paud Road,16000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,630,,5000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,700,,25000,Unfurnished,1 floor
1,650,Hinjewadi,10000,Unfurnished,3 floor 2 BHK
2,680,Wagholi,11500,Semi-Furnished,3 floor
2,1050,"Wakad, Pimpri Chinchwad",18000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,1007,"Pimple Saudagar, Pimpri Chinchwad",19000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,565,"Pimple Saudagar, Pimpri Chinchwad",24000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,600,"Patil Nagar-Bavdhan, Bavdhan",18000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,700,Wagholi,7000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,950,Wagholi,10000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,900,,7500,Unfurnished,3 floor
2,990,,30000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,1100,"Rahatni, Pimpri Chinchwad",13500,Unfurnished,4 floor
2,1000,Hinjewadi,14000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,800,"Akurdi, Pimpri Chinchwad",13000,Unfurnished,Ground floor
2,700,Shivane,9500," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,700,,13000,Furnished,4 floor
